[BEGIN LOG INFO]
Version,LogDate
1.1.0,Mon May 15 16:38:07 2017
[END LOG INFO]

[BEGIN TRACKER INFO]
TrackerNum,LibVersion,TrackerType,TrackerModel,Port,SyncState,SyncRate,SyncPhase,Interface,UltTimeout,UltVolume,FirmwareRev,LedEnable
1,4.2401,1,18,4,0,60.000000,0,1,25,3,5.0000,1
[END TRACKER INFO]

[BEGIN STATION INFO]
TrackerNum,StationNum,Serial,FW,StationType,Descriptor,CalDate,Port,Timestamp,State,Enhancement,Sensitivity,Compass,Prediction
1,1,1512101,5,150,11-08-2012 2.014   ,12/31/2015,4,ON,ON,2,3,2,0
[END STATION INFO]

TrackerNum,StationNum,X,Y,Z,Yaw,Pitch,Roll,Time,DoubleTime,DoubleOSTime,TQ,CI,MQ,GXBF,GYBF,GZBF,GXNF,GYNF,GZNF,GXRAW,GYRAW,GZRAW,AXBF,AYBF,AZBF,AXNF,AYNF,AZNF,MagX,MagY,MagZ,CompassYaw,JoystickAxis1,JoystickAxis2,Buttons,AuxIn0,AuxIn1,AuxIn2,AuxIn3,StillTime,Vbatt,Temperature
1,1,0.00000,0.00000,0.00000,-16.884,39.793,-7.672,1046.1250,1046.1250,1046.1250,100,100,0,0.01081,0.35282,-0.37345,-0.16049,0.36202,-0.32749,0.00750,0.35000,-0.38125,6.03125,0.72656,-7.27344,-0.13635,-0.21209,0.33336,-0.06225,0.01175,0.39600,-17.485,-1,-1,-1,-1,-1,-1,-1,0.0000,5.098,35.550
1,1,0.00000,0.00000,0.00000,-17.042,39.880,-7.772,1046.1300,1046.1300,1046.1316,100,100,0,0.00956,0.33282,-0.37471,-0.16638,0.34291,-0.32558,0.00625,0.33000,-0.38250,5.92969,1.06250,-7.23438,-0.13231,0.12767,0.39429,-0.06225,0.01100,0.39600,-17.558,-1,-1,-1,-1,-1,-1,-1,0.0000,5.086,35.550
1,1,0.00000,0.00000,0.00000,-17.189,39.963,-7.862,1046.1350,1046.1350,1046.1316,100,100,0,0.02081,0.32657,-0.32221,-0.12545,0.33129,-0.29224,0.01750,0.32375,-0.33000,5.96875,1.14063,-7.31250,-0.15338,0.19231,0.30196,-0.06400,0.01100,0.39600,-17.627,-1,-1,-1,-1,-1,-1,-1,0.0050,5.086,35.450
1,1,0.00000,0.00000,0.00000,-17.322,40.049,-7.943,1046.1400,1046.1400,1046.1372,100,100,0,0.01956,0.33781,-0.28721,-0.10131,0.34049,-0.26607,0.01625,0.33500,-0.29500,6.00000,1.26563,-7.34375,-0.13959,0.30252,0.24519,-0.06400,0.01100,0.39450,-17.802,-1,-1,-1,-1,-1,-1,-1,0.0000,5.086,35.550
1,1,0.00000,0.00000,0.00000,-17.438,40.141,-8.010,1046.1450,1046.1450,1046.1438,100,100,0,0.04581,0.35657,-0.23471,-0.04409,0.34966,-0.24520,0.04250,0.35375,-0.24250,5.98438,1.34375,-7.10938,0.00240,0.36452,0.42429,-0.06400,0.01175,0.39450,-17.859,-1,-1,-1,-1,-1,-1,-1,0.0050,5.102,35.550
1,1,0.00000,0.00000,0.00000,-17.535,40.236,-8.058,1046.1500,1046.1500,1046.1492,100,100,0,0.04581,0.35031,-0.17471,-0.00633,0.34007,-0.19913,0.04250,0.34750,-0.18250,6.00000,1.29688,-7.00781,0.05432,0.30680,0.49568,-0.06550,0.01175,0.39450,-17.905,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-17.613,40.331,-8.095,1046.1550,1046.1550,1046.1547,100,100,0,0.04455,0.33531,-0.14097,0.01160,0.32379,-0.17122,0.04125,0.33250,-0.14875,6.09375,1.47656,-6.93750,0.19144,0.45452,0.46857,-0.06550,0.01175,0.39525,-18.246,-1,-1,-1,-1,-1,-1,-1,0.0050,5.102,35.550
1,1,0.00000,0.00000,0.00000,-17.672,40.423,-8.120,1046.1600,1046.1600,1046.1613,100,100,0,0.04330,0.32156,-0.07847,0.04863,0.30698,-0.12180,0.04000,0.31875,-0.08625,6.19531,1.50000,-6.67969,0.42471,0.43896,0.59378,-0.06550,0.01125,0.39525,-18.279,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-17.709,40.510,-8.128,1046.1650,1046.1650,1046.1666,100,100,0,0.06705,0.29157,-0.02847,0.09219,0.26933,-0.09632,0.06375,0.28875,-0.03625,6.05469,1.43750,-6.69531,0.28539,0.41388,0.67976,-0.06850,0.01125,0.39525,-18.298,-1,-1,-1,-1,-1,-1,-1,0.0050,5.108,35.550
1,1,0.00000,0.00000,0.00000,-17.723,40.590,-8.113,1046.1700,1046.1700,1046.1667,100,100,0,0.09080,0.25657,0.03903,0.14618,0.22572,-0.05723,0.08750,0.25375,0.03125,6.07031,1.51563,-6.76562,0.25554,0.49510,0.60833,-0.06850,0.01125,0.39375,-18.273,-1,-1,-1,-1,-1,-1,-1,0.0000,5.108,35.550
1,1,0.00000,0.00000,0.00000,-17.712,40.664,-8.079,1046.1750,1046.1750,1046.1731,100,100,0,0.09955,0.23032,0.08903,0.17974,0.19511,-0.02256,0.09625,0.22750,0.08125,6.10938,1.29688,-7.20312,-0.06113,0.30931,0.27817,-0.06850,0.01125,0.39375,-18.263,-1,-1,-1,-1,-1,-1,-1,0.0000,5.108,35.550
1,1,0.00000,0.00000,0.00000,-17.688,40.736,-8.032,1046.1801,1046.1800,1046.1788,100,100,0,0.11329,0.24157,0.11527,0.20934,0.20121,-0.01302,0.11000,0.23875,0.10750,6.16406,1.20313,-7.35938,-0.15414,0.22393,0.13558,-0.06925,0.01125,0.39375,-18.243,-1,-1,-1,-1,-1,-1,-1,0.0050,5.098,35.450
1,1,0.00000,0.00000,0.00000,-17.653,40.812,-7.980,1046.1851,1046.1850,1046.1854,100,100,0,0.08704,0.24406,0.14402,0.20986,0.20784,0.02542,0.08375,0.24125,0.13625,6.14844,1.35156,-7.28125,-0.09089,0.37543,0.18909,-0.06925,0.01125,0.39450,-17.991,-1,-1,-1,-1,-1,-1,-1,0.0100,5.098,35.450
1,1,0.00000,0.00000,0.00000,-17.607,40.890,-7.916,1046.1901,1046.1900,1046.1919,100,100,0,0.14329,0.25156,0.17402,0.27180,0.20030,0.01031,0.14000,0.24875,0.16625,6.21875,0.87500,-7.39844,-0.23013,-0.08407,0.10534,-0.06925,0.01275,0.39450,-17.951,-1,-1,-1,-1,-1,-1,-1,0.0000,5.098,35.550
1,1,0.00000,0.00000,0.00000,-17.560,40.973,-7.851,1046.1949,1046.1950,1046.1919,100,100,0,0.08579,0.27156,0.15777,0.22394,0.23390,0.03374,0.08250,0.26875,0.15000,6.39844,0.90625,-7.45312,-0.13964,-0.07855,-0.05665,-0.07150,0.01275,0.39450,-17.912,-1,-1,-1,-1,-1,-1,-1,0.0050,5.103,35.550
1,1,0.00000,0.00000,0.00000,-17.515,41.056,-7.799,1046.2000,1046.2000,1046.1984,100,100,0,0.06455,0.25905,0.16027,0.20764,0.22641,0.05084,0.06125,0.25625,0.15250,6.42969,1.16406,-7.14062,0.13479,0.15464,0.12975,-0.07150,0.01275,0.39450,-18.062,-1,-1,-1,-1,-1,-1,-1,0.0000,5.103,35.550
1,1,0.00000,0.00000,0.00000,-17.463,41.133,-7.741,1046.2050,1046.2050,1046.2050,100,100,0,0.09830,0.22655,0.18652,0.24236,0.18543,0.05156,0.09500,0.22375,0.17875,6.51562,1.00000,-6.93750,0.28599,-0.02730,0.24110,-0.07150,0.01275,0.39450,-18.033,-1,-1,-1,-1,-1,-1,-1,0.0050,5.103,35.450
1,1,0.00000,0.00000,0.00000,-17.411,41.200,-7.673,1046.2100,1046.2100,1046.2118,100,100,0,0.12830,0.19531,0.15152,0.23407,0.15066,0.00886,0.12500,0.19250,0.14375,6.53906,0.82031,-7.06250,0.17195,-0.18689,0.15022,-0.07150,0.01275,0.39450,-17.992,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-17.372,41.260,-7.611,1046.2150,1046.2150,1046.2118,100,100,0,0.12580,0.18657,0.10902,0.20224,0.14562,-0.02030,0.12250,0.18375,0.10125,6.50781,0.89844,-6.82031,0.31913,-0.10944,0.34295,-0.07150,0.01275,0.39375,-17.626,-1,-1,-1,-1,-1,-1,-1,0.0050,5.102,35.550
1,1,0.00000,0.00000,0.00000,-17.340,41.314,-7.557,1046.2200,1046.2200,1046.2183,100,100,0,0.10080,0.15907,0.10902,0.17846,0.12449,-0.00108,0.09750,0.15625,0.10125,6.54688,1.12500,-6.79688,0.40478,0.10930,0.31197,-0.07150,0.01275,0.39375,-17.601,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.650
1,1,0.00000,0.00000,0.00000,-17.304,41.358,-7.501,1046.2250,1046.2250,1046.2248,100,100,0,0.11830,0.11657,0.11777,0.18778,0.07865,-0.00195,0.11500,0.11375,0.11000,6.54688,1.06250,-6.58594,0.52536,0.04161,0.47459,-0.07450,0.01275,0.39375,-17.572,-1,-1,-1,-1,-1,-1,-1,0.0050,5.102,35.550
1,1,0.00000,0.00000,0.00000,-17.267,41.387,-7.437,1046.2300,1046.2300,1046.2304,100,100,0,0.15454,0.05658,0.10652,0.19353,0.01303,-0.02842,0.15125,0.05375,0.09875,6.53125,0.95313,-6.64844,0.44551,-0.04793,0.44895,-0.07450,0.01275,0.39300,-17.463,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-17.229,41.399,-7.375,1046.2350,1046.2350,1046.2369,100,100,0,0.09954,0.01533,0.09902,0.14037,-0.01431,0.00636,0.09625,0.01250,0.09125,6.42188,1.17188,-6.89062,0.25297,0.21466,0.32064,-0.07450,0.01350,0.39300,-17.430,-1,-1,-1,-1,-1,-1,-1,0.0050,5.102,35.550
1,1,0.00000,0.00000,0.00000,-17.196,41.402,-7.324,1046.2400,1046.2400,1046.2369,100,100,0,0.10329,0.01783,0.07652,0.12864,-0.01109,-0.01309,0.10000,0.01500,0.06875,6.17969,0.92969,-7.21875,-0.19083,0.06288,0.26082,-0.07375,0.01350,0.39300,-17.396,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-17.169,41.405,-7.277,1046.2450,1046.2450,1046.2437,100,100,0,0.09829,0.00908,0.07027,0.11904,-0.01804,-0.01359,0.09500,0.00625,0.06250,6.86719,1.16406,-7.04688,0.46675,0.13091,-0.08965,-0.07375,0.01350,0.39375,-17.316,-1,-1,-1,-1,-1,-1,-1,0.0000,5.100,35.450
1,1,0.00000,0.00000,0.00000,-17.135,41.401,-7.223,1046.2500,1046.2500,1046.2502,100,100,0,0.12329,-0.05092,0.10027,0.14411,-0.08411,-0.00212,0.12000,-0.05375,0.09250,6.66406,1.46875,-6.79688,0.55575,0.45992,0.20227,-0.07375,0.01500,0.39375,-17.298,-1,-1,-1,-1,-1,-1,-1,0.0000,5.100,35.550
1,1,0.00000,0.00000,0.00000,-17.082,41.388,-7.148,1046.2550,1046.2550,1046.2568,100,100,0,0.15453,-0.08341,0.17026,0.20606,-0.12774,0.03237,0.15125,-0.08625,0.16250,6.49219,1.28906,-7.08594,0.20400,0.35090,0.11872,-0.07525,0.01500,0.39375,-17.260,-1,-1,-1,-1,-1,-1,-1,0.0000,5.100,35.550
1,1,0.00000,0.00000,0.00000,-17.011,41.371,-7.053,1046.2600,1046.2600,1046.2569,100,100,0,0.17077,-0.07966,0.19026,0.23177,-0.12915,0.03617,0.16750,-0.08250,0.18250,6.47656,1.14844,-7.11719,0.14678,0.22831,0.11926,-0.07525,0.01500,0.39300,-17.504,-1,-1,-1,-1,-1,-1,-1,0.0050,5.098,35.550
1,1,0.00000,0.00000,0.00000,-16.931,41.356,-6.949,1046.2650,1046.2650,1046.2635,100,100,0,0.18577,-0.08216,0.22026,0.26189,-0.13712,0.04883,0.18250,-0.08500,0.21250,6.48438,1.38281,-7.12500,0.20379,0.46711,0.08733,-0.07525,0.01650,0.39300,-17.453,-1,-1,-1,-1,-1,-1,-1,0.0100,5.098,35.450
1,1,0.00000,0.00000,0.00000,-16.833,41.339,-6.824,1046.2700,1046.2700,1046.2700,100,100,0,0.22575,-0.11091,0.29275,0.33252,-0.17931,0.07903,0.22250,-0.11375,0.28500,6.27344,1.44531,-7.00781,0.14988,0.57594,0.30927,-0.07450,0.01650,0.39300,-17.380,-1,-1,-1,-1,-1,-1,-1,0.0000,5.098,35.550
1,1,0.00000,0.00000,0.00000,-16.712,41.317,-6.675,1046.2750,1046.2750,1046.2759,100,100,0,0.24949,-0.13591,0.33650,0.37323,-0.21215,0.09817,0.24625,-0.13875,0.32875,6.76562,1.25781,-7.09375,0.41421,0.30755,-0.06305,-0.07450,0.01650,0.39300,-17.280,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-16.578,41.287,-6.513,1046.2800,1046.2800,1046.2813,100,100,0,0.26699,-0.17091,0.35400,0.38997,-0.25137,0.10267,0.26375,-0.17375,0.34625,6.92188,1.34375,-6.89062,0.69064,0.36037,-0.02147,-0.07450,0.01725,0.39300,-17.192,-1,-1,-1,-1,-1,-1,-1,0.0050,5.102,35.550
1,1,0.00000,0.00000,0.00000,-16.425,41.248,-6.327,1046.2850,1046.2850,1046.2869,100,100,0,0.32822,-0.22839,0.44024,0.47888,-0.32724,0.13150,0.32500,-0.23125,0.43250,6.83594,1.54688,-6.73438,0.78395,0.58277,0.13605,-0.07525,0.01725,0.39300,-17.093,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.450
1,1,0.00000,0.00000,0.00000,-16.235,41.196,-6.096,1046.2900,1046.2900,1046.2870,100,100,0,0.41070,-0.27587,0.53773,0.59264,-0.39879,0.15387,0.40750,-0.27875,0.53000,6.75781,1.50000,-6.92188,0.60530,0.59119,0.05398,-0.07525,0.01725,0.39375,-16.609,-1,-1,-1,-1,-1,-1,-1,0.0000,5.103,35.550
1,1,0.00000,0.00000,0.00000,-16.011,41.136,-5.823,1046.2950,1046.2950,1046.2936,100,100,0,0.47070,-0.30337,0.61398,0.68039,-0.44442,0.17357,0.46750,-0.30625,0.60625,6.78125,1.26563,-7.21875,0.39693,0.41419,-0.16172,-0.07525,0.01950,0.39375,-16.435,-1,-1,-1,-1,-1,-1,-1,0.0000,5.103,35.550
1,1,0.00000,0.00000,0.00000,-15.759,41.072,-5.510,1046.3000,1046.3000,1046.3001,100,100,0,0.55819,-0.30961,0.68773,0.79088,-0.47478,0.17176,0.55500,-0.31250,0.68000,6.75000,1.19531,-7.26562,0.34880,0.39055,-0.16864,-0.07450,0.01950,0.39375,-16.234,-1,-1,-1,-1,-1,-1,-1,0.0000,5.103,35.550
1,1,0.00000,0.00000,0.00000,-15.480,41.006,-5.153,1046.3051,1046.3050,1046.3068,100,100,0,0.65943,-0.32336,0.76023,0.90899,-0.51505,0.16063,0.65625,-0.32625,0.75250,6.84375,1.35156,-7.35938,0.41026,0.57234,-0.30909,-0.07450,0.01950,0.39375,-15.570,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-15.169,40.940,-4.748,1046.3101,1046.3100,1046.3069,100,100,0,0.75568,-0.31211,0.85898,1.04588,-0.53215,0.17099,0.75250,-0.31500,0.85125,6.70312,1.14063,-7.35938,0.28996,0.44438,-0.19894,-0.07450,0.02150,0.39375,-15.308,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.450
1,1,0.00000,0.00000,0.00000,-14.835,40.877,-4.317,1046.3151,1046.3150,1046.3124,100,100,0,0.73317,-0.29835,0.89522,1.05590,-0.51773,0.21213,0.73000,-0.30125,0.88750,6.65625,0.93750,-7.47656,0.16105,0.31648,-0.24111,-0.07225,0.02150,0.39375,-15.025,-1,-1,-1,-1,-1,-1,-1,0.0050,5.102,35.450
1,1,0.00000,0.00000,0.00000,-14.489,40.817,-3.868,1046.3199,1046.3200,1046.3177,100,100,0,0.83066,-0.28835,0.92272,1.14717,-0.52931,0.16849,0.82750,-0.29125,0.91500,6.56250,0.48438,-7.35938,0.09978,-0.06584,-0.06488,-0.07225,0.02150,0.39375,-13.717,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.650
1,1,0.00000,0.00000,0.00000,-14.150,40.754,-3.437,1046.3250,1046.3250,1046.3240,100,100,0,0.63441,-0.29835,0.86397,0.96309,-0.49652,0.25270,0.63125,-0.30125,0.85625,6.44531,0.32813,-7.09375,0.17953,-0.17111,0.21971,-0.07225,0.02600,0.39375,-13.424,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-13.836,40.681,-3.084,1046.3300,1046.3300,1046.3297,100,100,0,0.40691,-0.34210,0.79023,0.73918,-0.49008,0.34712,0.40375,-0.34500,0.78250,6.48438,0.18750,-6.88281,0.33881,-0.29544,0.35925,-0.07050,0.02600,0.39375,-13.181,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-13.549,40.594,-2.798,1046.3350,1046.3350,1046.3362,100,100,0,0.29191,-0.37584,0.71898,0.60165,-0.49502,0.36928,0.28875,-0.37875,0.71125,6.35938,-0.06250,-7.04688,0.11238,-0.46696,0.32650,-0.07050,0.02600,0.39375,-12.882,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.450
1,1,0.00000,0.00000,0.00000,-13.285,40.496,-2.586,1046.3400,1046.3400,1046.3419,100,100,0,0.00191,-0.40834,0.66898,0.34863,-0.47045,0.52098,-0.00125,-0.41125,0.66125,6.47656,0.27344,-7.07812,0.27038,-0.13267,0.21344,-0.07050,0.03050,0.39375,-12.734,-1,-1,-1,-1,-1,-1,-1,0.0000,5.100,35.550
1,1,0.00000,0.00000,0.00000,-13.033,40.389,-2.444,1046.3450,1046.3450,1046.3419,100,100,0,-0.14684,-0.43709,0.65274,0.22229,-0.47111,0.60606,-0.15000,-0.44000,0.64500,6.42969,0.29688,-7.04688,0.28206,-0.08963,0.26727,-0.06825,0.03050,0.39375,-12.634,-1,-1,-1,-1,-1,-1,-1,0.0000,5.100,35.550
1,1,0.00000,0.00000,0.00000,-12.787,40.272,-2.336,1046.3500,1046.3500,1046.3485,100,100,0,-0.19934,-0.47208,0.63899,0.16764,-0.49503,0.63067,-0.20250,-0.47500,0.63125,6.34375,0.14063,-6.77344,0.38524,-0.24557,0.53661,-0.06825,0.03050,0.39275,-13.240,-1,-1,-1,-1,-1,-1,-1,0.0050,5.100,35.450
1,1,0.00000,0.00000,0.00000,-12.546,40.139,-2.239,1046.3550,1046.3550,1046.3550,100,100,0,-0.20434,-0.53958,0.62023,0.13891,-0.55844,0.62164,-0.20750,-0.54250,0.61250,6.16406,0.04688,-6.57031,0.38861,-0.31961,0.81145,-0.06825,0.03400,0.39275,-13.169,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-12.314,39.984,-2.133,1046.3600,1046.3600,1046.3618,100,100,0,-0.09684,-0.62333,0.59649,0.18818,-0.65591,0.53673,-0.10000,-0.62625,0.58875,6.19531,-0.02344,-6.76562,0.30159,-0.36513,0.64522,-0.06675,0.03400,0.39275,-13.090,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-12.088,39.808,-2.019,1046.3650,1046.3650,1046.3619,100,100,0,-0.11059,-0.68332,0.58649,0.16025,-0.71157,0.53955,-0.11375,-0.68625,0.57875,6.28906,0.07031,-6.86719,0.35657,-0.26867,0.50524,-0.06675,0.03400,0.39450,-13.608,-1,-1,-1,-1,-1,-1,-1,0.0050,5.102,35.550
1,1,0.00000,0.00000,0.00000,-11.869,39.617,-1.866,1046.3700,1046.3700,1046.3684,100,100,0,0.20567,-0.72832,0.55648,0.37092,-0.80328,0.31557,0.20250,-0.73125,0.54875,6.20312,-0.28906,-7.09375,0.11740,-0.57236,0.39696,-0.06675,0.03475,0.39450,-13.496,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
1,1,0.00000,0.00000,0.00000,-11.658,39.406,-1.671,1046.3750,1046.3750,1046.3747,100,100,0,0.22192,-0.81332,0.55148,0.36437,-0.88885,0.30338,0.21875,-0.81625,0.54375,5.83594,-0.01562,-6.60156,0.24132,-0.27596,1.00298,-0.06375,0.03475,0.39450,-13.362,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.450
1,1,0.00000,0.00000,0.00000,-11.447,39.168,-1.506,1046.3800,1046.3800,1046.3800,100,100,0,0.01942,-0.90582,0.56398,0.20174,-0.94961,0.44328,0.01625,-0.90875,0.55625,5.95312,0.14844,-6.92969,0.19527,-0.08697,0.67229,-0.06375,0.03475,0.39425,-12.900,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.450
1,1,0.00000,0.00000,0.00000,-11.226,38.912,-1.380,1046.3850,1046.3850,1046.3867,100,100,0,-0.08807,-0.94582,0.60147,0.13601,-0.97622,0.54092,-0.09125,-0.94875,0.59375,5.96875,0.21875,-7.34375,0.00606,0.02896,0.34073,-0.06375,0.03400,0.39425,-12.811,-1,-1,-1,-1,-1,-1,-1,0.0000,5.099,35.550
1,1,0.00000,0.00000,0.00000,-10.997,38.649,-1.249,1046.3900,1046.3900,1046.3868,100,100,0,0.01568,-0.95082,0.62022,0.22612,-0.99854,0.49066,0.01250,-0.95375,0.61250,5.87500,-0.37500,-7.52344,-0.23628,-0.51486,0.27054,-0.06000,0.03400,0.39425,-12.713,-1,-1,-1,-1,-1,-1,-1,0.0000,5.099,35.550
1,1,0.00000,0.00000,0.00000,-10.770,38.379,-1.070,1046.3950,1046.3950,1046.3933,100,100,0,0.25693,-0.98582,0.60023,0.39304,-1.06667,0.32536,0.25375,-0.98875,0.59250,5.76562,-1.04687,-7.58594,-0.42646,-1.13805,0.29835,-0.06000,0.03400,0.39425,-11.922,-1,-1,-1,-1,-1,-1,-1,0.0000,5.099,35.550
1,1,0.00000,0.00000,0.00000,-10.567,38.104,-0.833,1046.4000,1046.4000,1046.3999,100,100,0,0.51819,-0.98331,0.49647,0.53167,-1.09201,0.08210,0.51500,-0.98625,0.48875,5.80469,-1.34375,-7.47656,-0.32940,-1.42521,0.35893,-0.06000,0.03525,0.39425,-11.750,-1,-1,-1,-1,-1,-1,-1,0.0000,5.099,35.550
1,1,0.00000,0.00000,0.00000,-10.400,37.824,-0.555,1046.4050,1046.4050,1046.4067,100,100,0,0.69945,-1.01206,0.41148,0.61554,-1.13784,-0.09618,0.69625,-1.01500,0.40375,5.88281,-0.96875,-7.20312,0.01668,-1.06422,0.51697,-0.05775,0.03525,0.39425,-11.566,-1,-1,-1,-1,-1,-1,-1,0.0000,5.084,35.450
1,1,0.00000,0.00000,0.00000,-10.254,37.534,-0.212,1046.4100,1046.4100,1046.4067,100,100,0,1.06821,-1.04581,0.39023,0.88390,-1.22122,-0.33827,1.06500,-1.04875,0.38250,5.71875,-0.63281,-7.33594,-0.07784,-0.65963,0.50722,-0.05775,0.03525,0.39575,-10.645,-1,-1,-1,-1,-1,-1,-1,0.0000,5.084,35.550
1,1,0.00000,0.00000,0.00000,-10.109,37.234,0.181,1046.4150,1046.4150,1046.4133,100,100,0,1.04821,-1.07581,0.42898,0.88605,-1.25212,-0.29541,1.04500,-1.07875,0.42125,5.69531,-0.34375,-7.50000,-0.08596,-0.31271,0.38861,-0.05775,0.03725,0.39575,-10.402,-1,-1,-1,-1,-1,-1,-1,0.0000,5.084,35.450
1,1,0.00000,0.00000,0.00000,-9.960,36.938,0.502,1046.4200,1046.4200,1046.4199,100,100,0,0.56447,-1.00831,0.42523,0.51578,-1.11806,-0.00642,0.56125,-1.01125,0.41750,5.25781,0.06250,-8.05469,-0.62947,0.24437,0.21131,-0.04575,0.03725,0.39575,-10.210,-1,-1,-1,-1,-1,-1,-1,0.0000,5.096,35.550
1,1,0.00000,0.00000,0.00000,-9.813,36.667,0.680,1046.4250,1046.4250,1046.4257,100,100,0,0.05447,-0.89832,0.42648,0.13376,-0.93986,0.30099,0.05125,-0.90125,0.41875,5.59375,0.00000,-8.98438,-0.87146,0.25738,-0.73770,-0.04575,0.03725,0.39550,-9.256,-1,-1,-1,-1,-1,-1,-1,0.0000,5.096,35.550
1,1,0.00000,0.00000,0.00000,-9.665,36.440,0.702,1046.4301,1046.4300,1046.4312,100,100,0,-0.51679,-0.69707,0.43273,-0.27939,-0.66485,0.64819,-0.52000,-0.70000,0.42500,5.22656,0.10156,-9.70312,-1.52315,0.48220,-1.09864,-0.04575,0.04225,0.39550,-9.245,-1,-1,-1,-1,-1,-1,-1,0.0000,5.096,35.550
1,1,0.00000,0.00000,0.00000,-9.516,36.268,0.610,1046.4351,1046.4350,1046.4370,100,100,0,-0.74679,-0.51708,0.42898,-0.43300,-0.45631,0.78318,-0.75000,-0.52000,0.42125,5.78906,-0.30469,-10.01562,-1.29883,0.01551,-1.69255,-0.04050,0.04225,0.39550,-9.300,-1,-1,-1,-1,-1,-1,-1,0.0000,5.108,35.550
1,1,0.00000,0.00000,0.00000,-9.375,36.148,0.470,1046.4401,1046.4400,1046.4370,100,100,0,-0.82679,-0.33583,0.38648,-0.49061,-0.26258,0.79755,-0.83000,-0.33875,0.37875,5.86719,-1.21094,-10.73438,-1.78658,-0.84427,-2.32646,-0.04050,0.04225,0.39550,-10.989,-1,-1,-1,-1,-1,-1,-1,0.0000,5.108,35.550
1,1,0.00000,0.00000,0.00000,-9.261,36.089,0.269,1046.4449,1046.4450,1046.4436,100,100,0,-1.04678,-0.09583,0.26772,-0.69513,0.01498,0.83257,-1.05000,-0.09875,0.26000,6.09375,-1.25000,-10.35156,-1.37909,-0.99344,-2.15004,-0.04050,0.04450,0.39550,-11.106,-1,-1,-1,-1,-1,-1,-1,0.0000,5.108,35.550
1,1,0.00000,0.00000,0.00000,-9.182,36.085,0.011,1046.4500,1046.4500,1046.4489,100,100,0,-1.09053,0.04792,0.18522,-0.75467,0.17050,0.79199,-1.09375,0.04500,0.17750,5.69531,-1.00000,-10.06250,-1.48867,-0.77083,-1.67726,-0.03500,0.04450,0.39550,-11.257,-1,-1,-1,-1,-1,-1,-1,0.0000,5.105,35.550
1,1,0.00000,0.00000,0.00000,-9.136,36.134,-0.270,1046.4550,1046.4550,1046.4554,100,100,0,-1.07053,0.27667,0.08897,-0.75860,0.40264,0.70207,-1.07375,0.27375,0.08125,5.68750,-0.82031,-9.96875,-1.42464,-0.64933,-1.59271,-0.03500,0.04450,0.39625,-12.713,-1,-1,-1,-1,-1,-1,-1,0.0000,5.105,35.550
1,1,0.00000,0.00000,0.00000,-9.100,36.225,-0.508,1046.4600,1046.4600,1046.4619,100,100,0,-0.75427,0.33542,0.13020,-0.47335,0.41667,0.54837,-0.75750,0.33250,0.12250,5.54688,-0.25000,-8.78125,-0.77393,-0.20826,-0.55184,-0.03500,0.03925,0.39625,-12.852,-1,-1,-1,-1,-1,-1,-1,0.0000,5.105,35.550
1,1,0.00000,0.00000,0.00000,-9.043,36.315,-0.637,1046.4650,1046.4650,1046.4620,100,100,0,-0.38801,0.27792,0.20395,-0.14725,0.30713,0.39163,-0.39125,0.27500,0.19625,5.52344,-0.17969,-7.64062,-0.12863,-0.24834,0.38107,-0.03350,0.03925,0.39625,-12.927,-1,-1,-1,-1,-1,-1,-1,0.0000,5.102,35.550
